,Ticker,Date/Time,Open,Low,High,Close,ROC,Type_of_Trade
30,DMART.EQ-NSE,2/11/20,2480.0,2381.0,2480.0,2394.5,-3.4475806451612905,0
31,DMART.EQ-NSE,2/12/20,2390.0,2380.0,2526.0,2482.15,3.8556485355648573,1
32,DMART.EQ-NSE,2/13/2020,2478.0,2442.8,2560.0,2544.15,2.6694915254237324,1
33,DMART.EQ-NSE,2/14/2020,2440.0,2373.0,2499.0,2408.35,-1.2971311475409875,0
34,DMART.EQ-NSE,2/17/2020,2354.5,2330.05,2379.3,2339.45,-0.6392015289870538,0
35,DMART.EQ-NSE,2/18/2020,2334.95,2305.05,2384.6,2364.9,1.2826827126919322,1
36,DMART.EQ-NSE,2/19/2020,2385.0,2372.1,2437.0,2424.5,1.6561844863731654,1
37,DMART.EQ-NSE,2/20/2020,2433.0,2430.0,2485.0,2462.65,1.2186600904233493,1
38,DMART.EQ-NSE,2/24/2020,2448.8,2370.0,2448.8,2389.7,-2.4134269846455556,0
39,DMART.EQ-NSE,2/25/2020,2399.0,2308.0,2429.0,2331.75,-2.8032513547311377,0
40,DMART.EQ-NSE,2/26/2020,2326.85,2305.05,2419.0,2358.4,1.35591035090359,1
41,DMART.EQ-NSE,2/27/2020,2347.3,2310.0,2370.0,2319.7,-1.1758190261151265,0
42,DMART.EQ-NSE,2/28/2020,2279.9,2180.0,2377.35,2323.95,1.9321022851879348,1
43,DMART.EQ-NSE,3/2/20,2335.0,2220.0,2340.0,2228.95,-4.541755888650972,0
44,DMART.EQ-NSE,3/3/20,2228.0,2172.95,2274.0,2233.05,0.22666068222622002,1
45,DMART.EQ-NSE,3/4/20,2260.0,2150.0,2270.0,2198.45,-2.7234513274336365,0
46,DMART.EQ-NSE,3/5/20,2200.0,2150.0,2252.0,2247.2,2.145454545454537,1
47,DMART.EQ-NSE,3/6/20,2174.9,2136.1,2250.0,2242.15,3.0920961883304976,1
48,DMART.EQ-NSE,3/9/20,2185.0,2130.05,2200.0,2145.7,-1.7986270022883377,0
49,DMART.EQ-NSE,3/11/20,2146.8,2075.0,2223.3,2109.95,-1.7165082914104883,0
50,DMART.EQ-NSE,3/12/20,2049.0,2004.5,2049.0,2004.5,-2.1717911176183504,0
51,DMART.EQ-NSE,3/13/2020,1904.3,1904.3,2104.7,2101.0,10.329254844299745,1
52,DMART.EQ-NSE,3/16/2020,1995.95,1995.95,2095.0,1996.3,0.017535509406543703,1
53,DMART.EQ-NSE,3/17/2020,1945.0,1912.0,2096.1,2021.95,3.956298200514141,1
54,DMART.EQ-NSE,3/18/2020,2050.1,1920.9,2060.0,1920.9,-6.302131603336414,0
55,DMART.EQ-NSE,3/19/2020,1824.9,1824.9,1840.0,1824.9,0.0,0
56,DMART.EQ-NSE,3/20/2020,1790.0,1733.7,1916.1,1916.1,7.044692737430163,1
57,DMART.EQ-NSE,3/23/2020,1820.3,1820.3,1900.0,1820.3,0.0,0
58,DMART.EQ-NSE,3/24/2020,1838.0,1729.3,1900.0,1808.7,-1.594124047878126,0
59,DMART.EQ-NSE,3/25/2020,1798.7,1760.2,1899.1,1899.1,5.581809084338682,1
60,DMART.EQ-NSE,3/26/2020,1980.0,1950.0,1994.05,1994.05,0.7095959595959573,1
61,DMART.EQ-NSE,3/27/2020,2087.75,2051.0,2093.75,2079.7,-0.3855825649622887,0
62,DMART.EQ-NSE,3/30/2020,2079.7,1975.75,2183.0,2114.55,1.6757224599702056,1
63,DMART.EQ-NSE,3/31/2020,2180.0,2150.0,2220.25,2187.5,0.34403669724770647,1
64,DMART.EQ-NSE,4/1/20,2218.0,2078.15,2230.0,2082.7,-6.100090171325526,0
65,DMART.EQ-NSE,4/3/20,2101.5,2020.0,2119.0,2066.95,-1.6440637639781195,0
66,DMART.EQ-NSE,4/7/20,2090.1,2090.1,2170.25,2170.25,3.8347447490550737,1
67,DMART.EQ-NSE,4/8/20,2222.0,2201.05,2278.75,2278.75,2.554005400540054,1
68,DMART.EQ-NSE,4/9/20,2392.65,2392.65,2392.65,2392.65,0.0,0
69,DMART.EQ-NSE,4/13/2020,2320.0,2273.05,2320.0,2273.05,-2.023706896551716,0
70,DMART.EQ-NSE,4/15/2020,2161.0,2159.4,2320.0,2180.9,0.9208699676075932,1
71,DMART.EQ-NSE,4/16/2020,2151.0,2104.9,2210.0,2137.85,-0.6113435611343604,0
72,DMART.EQ-NSE,4/17/2020,2214.0,2200.0,2230.0,2212.1,-0.0858175248419192,0
73,DMART.EQ-NSE,4/20/2020,2229.95,2150.05,2285.0,2256.25,1.1793986412251478,1
74,DMART.EQ-NSE,4/21/2020,2200.0,2199.45,2288.5,2238.2,1.7363636363636283,1
75,DMART.EQ-NSE,4/22/2020,2235.0,2225.0,2320.0,2290.05,2.463087248322156,1
76,DMART.EQ-NSE,4/23/2020,2290.05,2290.05,2350.0,2303.5,0.5873234208859989,1
77,DMART.EQ-NSE,4/24/2020,2299.45,2269.45,2346.5,2310.5,0.4805496966666021,1
78,DMART.EQ-NSE,4/27/2020,2300.0,2274.0,2350.0,2323.95,1.041304347826079,1
79,DMART.EQ-NSE,4/28/2020,2339.0,2285.0,2340.0,2305.8,-1.4194100042753237,0
80,DMART.EQ-NSE,4/29/2020,2310.0,2305.8,2350.0,2344.35,1.4870129870129831,1
81,DMART.EQ-NSE,4/30/2020,2349.0,2325.0,2389.75,2383.65,1.475095785440617,1
82,DMART.EQ-NSE,5/4/20,2310.2,2269.95,2345.0,2281.3,-1.250973941650058,0
83,DMART.EQ-NSE,5/5/20,2320.0,2185.3,2329.95,2198.95,-5.217672413793111,0
84,DMART.EQ-NSE,5/6/20,2200.0,2126.55,2249.0,2175.6,-1.1090909090909131,0
85,DMART.EQ-NSE,5/7/20,2180.0,2144.0,2210.3,2182.1,0.09633027522935363,1
86,DMART.EQ-NSE,5/8/20,2190.0,2185.0,2284.0,2255.0,2.968036529680365,1
87,DMART.EQ-NSE,5/11/20,2280.0,2270.0,2358.0,2313.55,1.4714912280701833,1
88,DMART.EQ-NSE,5/12/20,2320.55,2286.9,2347.0,2303.35,-0.7412035939755779,0
89,DMART.EQ-NSE,5/13/2020,2353.0,2305.0,2379.95,2352.15,-0.0361240968975737,0
90,DMART.EQ-NSE,5/14/2020,2344.35,2304.0,2358.0,2324.4,-0.8509821485699584,0
91,DMART.EQ-NSE,5/15/2020,2320.0,2290.25,2340.0,2333.8,0.5948275862069043,1
92,DMART.EQ-NSE,5/18/2020,2333.0,2275.0,2370.8,2306.55,-1.1337333904843472,0
93,DMART.EQ-NSE,5/19/2020,2341.95,2306.0,2355.6,2337.5,-0.19001259634064854,0
94,DMART.EQ-NSE,5/20/2020,2335.0,2318.0,2454.35,2454.35,5.111349036402565,1
95,DMART.EQ-NSE,5/21/2020,2452.0,2375.0,2519.95,2470.25,0.7442903752039152,1
96,DMART.EQ-NSE,5/22/2020,2484.8,2381.5,2518.0,2398.3,-3.4811654861558274,0
97,DMART.EQ-NSE,5/26/2020,2339.0,2278.4,2340.0,2283.25,-2.3834972210346304,0
98,DMART.EQ-NSE,5/27/2020,2222.2,2176.0,2275.0,2200.2,-0.9900099000990011,0
99,DMART.EQ-NSE,5/28/2020,2210.0,2205.0,2310.2,2308.45,4.454751131221711,1
100,DMART.EQ-NSE,5/29/2020,2330.0,2229.0,2358.0,2269.35,-2.6030042918454974,0
101,DMART.EQ-NSE,6/1/20,2320.1,2282.65,2328.55,2305.5,-0.6292832205508345,0
102,DMART.EQ-NSE,6/2/20,2309.1,2290.05,2389.0,2381.7,3.144082109912949,1
103,DMART.EQ-NSE,6/3/20,2390.0,2330.0,2450.0,2349.3,-1.7029288702928795,0
104,DMART.EQ-NSE,6/4/20,2362.0,2311.3,2434.0,2414.2,2.2099915325994846,1
105,DMART.EQ-NSE,6/5/20,2438.0,2434.15,2524.0,2499.0,2.502050861361772,1
106,DMART.EQ-NSE,6/8/20,2520.0,2414.2,2527.0,2459.5,-2.400793650793651,0
107,DMART.EQ-NSE,6/9/20,2461.0,2370.0,2468.8,2390.1,-2.8809427062169886,0
108,DMART.EQ-NSE,6/10/20,2400.0,2360.0,2429.95,2388.35,-0.48541666666667044,0
109,DMART.EQ-NSE,6/11/20,2390.0,2365.0,2422.8,2406.5,0.690376569037657,1
110,DMART.EQ-NSE,6/12/20,2312.0,2312.0,2438.0,2397.8,3.711072664359869,1
111,DMART.EQ-NSE,6/15/2020,2373.0,2337.05,2422.0,2365.3,-0.32448377581120175,0
112,DMART.EQ-NSE,6/16/2020,2399.0,2356.6,2434.0,2403.55,0.18966235931638942,1
113,DMART.EQ-NSE,6/17/2020,2390.0,2325.0,2404.0,2340.4,-2.075313807531377,0
114,DMART.EQ-NSE,6/18/2020,2331.0,2320.3,2365.0,2350.85,0.8515658515658476,1
115,DMART.EQ-NSE,6/19/2020,2372.7,2310.0,2399.0,2363.15,-0.40249504783578743,0
116,DMART.EQ-NSE,6/22/2020,2366.0,2340.0,2399.4,2350.4,-0.6593406593406556,0
117,DMART.EQ-NSE,6/23/2020,2350.3,2340.0,2375.0,2359.9,0.40845849466025225,1
118,DMART.EQ-NSE,6/24/2020,2397.8,2342.0,2424.0,2358.35,-1.6452581533072095,0
119,DMART.EQ-NSE,6/25/2020,2348.0,2298.1,2348.7,2305.55,-1.8079216354344045,0
120,DMART.EQ-NSE,6/26/2020,2329.7,2290.0,2337.85,2294.4,-1.5152165514873044,0
121,DMART.EQ-NSE,6/29/2020,2294.4,2274.0,2334.7,2290.95,-0.15036610878662277,0
122,DMART.EQ-NSE,6/30/2020,2314.7,2288.0,2332.5,2317.15,0.10584524992440804,1
123,DMART.EQ-NSE,7/1/20,2325.0,2285.0,2327.0,2289.35,-1.5333333333333372,0
124,DMART.EQ-NSE,7/2/20,2302.0,2285.0,2325.0,2295.5,-0.28236316246741966,0
125,DMART.EQ-NSE,7/3/20,2305.0,2276.05,2309.95,2290.15,-0.6442516268980437,0
126,DMART.EQ-NSE,7/6/20,2296.0,2296.0,2355.0,2323.0,1.17595818815331,1
127,DMART.EQ-NSE,7/7/20,2313.1,2305.0,2381.0,2361.7,2.1010764774544946,1
128,DMART.EQ-NSE,7/8/20,2385.0,2300.45,2385.3,2319.55,-2.744234800838567,0
129,DMART.EQ-NSE,7/9/20,2329.7,2309.0,2364.0,2320.35,-0.4013392282268064,0
130,DMART.EQ-NSE,7/10/20,2328.7,2306.65,2342.05,2322.7,-0.25765448533516555,0
131,DMART.EQ-NSE,7/13/2020,2210.05,2180.0,2304.95,2233.95,1.081423497205929,1
132,DMART.EQ-NSE,7/14/2020,2215.0,2148.0,2220.0,2154.85,-2.7155756207674986,0
133,DMART.EQ-NSE,7/15/2020,2170.0,2135.0,2195.0,2146.35,-1.089861751152078,0
134,DMART.EQ-NSE,7/16/2020,2145.0,1980.0,2149.7,2007.05,-6.431235431235434,0
135,DMART.EQ-NSE,7/17/2020,2000.0,1955.0,2019.8,1989.75,-0.5125000000000001,0
136,DMART.EQ-NSE,7/20/2020,1979.9,1968.0,2039.0,2019.0,1.9748472145057785,1
137,DMART.EQ-NSE,7/21/2020,2035.0,2021.05,2054.9,2040.8,0.28501228501228276,1
138,DMART.EQ-NSE,7/22/2020,2055.0,2010.0,2120.6,2110.0,2.67639902676399,1
139,DMART.EQ-NSE,7/23/2020,2107.7,2095.0,2148.0,2100.35,-0.3487213550315467,0
140,DMART.EQ-NSE,7/24/2020,2095.0,2027.0,2124.8,2031.4,-3.0357995226730266,0
141,DMART.EQ-NSE,7/27/2020,2044.0,2001.5,2060.0,2026.1,-0.8757338551859145,0
142,DMART.EQ-NSE,7/28/2020,2060.0,2027.8,2067.0,2051.4,-0.4174757281553354,0
143,DMART.EQ-NSE,7/29/2020,2060.0,2041.1,2075.0,2049.7,-0.5000000000000089,0
144,DMART.EQ-NSE,7/30/2020,2039.0,2030.0,2068.0,2040.2,0.05885237861697133,1
145,DMART.EQ-NSE,7/31/2020,2046.0,2033.05,2075.0,2063.45,0.8528836754643117,1
146,DMART.EQ-NSE,8/3/20,2068.7,2060.3,2112.7,2093.15,1.181901677381944,1
147,DMART.EQ-NSE,8/4/20,2093.15,2090.0,2178.0,2165.1,3.4374029572653573,1
148,DMART.EQ-NSE,8/5/20,2175.0,2151.05,2189.95,2163.45,-0.531034482758629,0
149,DMART.EQ-NSE,8/6/20,2170.0,2135.65,2191.95,2150.55,-0.896313364055291,0
150,DMART.EQ-NSE,8/7/20,2170.0,2133.0,2176.4,2138.4,-1.4562211981566777,0
151,DMART.EQ-NSE,8/10/20,2138.4,2100.0,2145.0,2116.5,-1.0241301907968616,0
152,DMART.EQ-NSE,8/11/20,2120.0,2110.35,2143.15,2131.95,0.5636792452830103,1
153,DMART.EQ-NSE,8/12/20,2139.0,2122.0,2175.0,2169.2,1.4118747078073781,1
154,DMART.EQ-NSE,8/13/2020,2177.0,2150.0,2213.45,2207.1,1.3826366559485488,1
155,DMART.EQ-NSE,8/14/2020,2214.3,2173.55,2219.9,2178.0,-1.63934426229509,0
156,DMART.EQ-NSE,8/17/2020,2181.0,2160.0,2203.75,2189.75,0.40119211370930763,1
157,DMART.EQ-NSE,8/18/2020,2195.0,2170.0,2266.3,2259.45,2.9362186788154814,1
158,DMART.EQ-NSE,8/19/2020,2279.0,2240.0,2309.25,2266.6,-0.5440982887231282,0
159,DMART.EQ-NSE,8/20/2020,2252.0,2219.0,2290.0,2285.9,1.5053285968028458,1
160,DMART.EQ-NSE,8/21/2020,2290.4,2252.35,2300.0,2259.45,-1.3512923506811154,0
161,DMART.EQ-NSE,8/24/2020,2269.95,2244.0,2272.0,2250.3,-0.8656578338729768,0
162,DMART.EQ-NSE,8/25/2020,2267.2,2260.1,2351.75,2341.15,3.2617325335215366,1
163,DMART.EQ-NSE,8/26/2020,2343.0,2343.0,2425.0,2410.1,2.863849765258212,1
164,DMART.EQ-NSE,8/27/2020,2440.0,2351.25,2445.0,2380.85,-2.4241803278688563,0
165,DMART.EQ-NSE,8/28/2020,2376.75,2300.0,2376.9,2319.4,-2.4129588724097992,0
166,DMART.EQ-NSE,8/31/2020,2298.9,2195.0,2298.9,2251.25,-2.0727304362956236,0
167,DMART.EQ-NSE,9/1/20,2244.0,2202.0,2280.0,2241.6,-0.10695187165775807,0
168,DMART.EQ-NSE,9/2/20,2247.85,2212.05,2275.0,2218.45,-1.3079164535000152,0
169,DMART.EQ-NSE,9/3/20,2239.0,2229.0,2324.3,2278.4,1.7597141581063014,1
170,DMART.EQ-NSE,9/4/20,2251.1,2183.3,2367.85,2251.45,0.015547954333432947,1
171,DMART.EQ-NSE,9/7/20,2270.0,2240.15,2278.25,2261.4,-0.3788546255506568,0
172,DMART.EQ-NSE,9/8/20,2263.15,2235.05,2297.85,2246.6,-0.7312816207498478,0
173,DMART.EQ-NSE,9/9/20,2230.0,2207.6,2257.95,2222.7,-0.32735426008969426,0
174,DMART.EQ-NSE,9/10/20,2225.0,2215.0,2244.95,2237.75,0.5730337078651685,1
175,DMART.EQ-NSE,9/11/20,2241.9,2226.05,2273.0,2239.35,-0.11374280744012585,0
176,DMART.EQ-NSE,9/14/2020,2250.0,2150.05,2258.95,2162.7,-3.880000000000008,0
177,DMART.EQ-NSE,9/15/2020,2185.0,2130.0,2185.0,2136.15,-2.235697940503428,0
178,DMART.EQ-NSE,9/16/2020,2152.55,2130.7,2173.0,2135.95,-0.7711783698404386,0
179,DMART.EQ-NSE,9/17/2020,2147.0,2133.1,2167.0,2139.05,-0.3702841173730702,0
180,DMART.EQ-NSE,9/18/2020,2149.9,2104.0,2175.95,2149.05,-0.03953672263825801,0
181,DMART.EQ-NSE,9/21/2020,2175.0,2056.0,2177.0,2097.45,-3.5655172413793186,0
182,DMART.EQ-NSE,9/22/2020,2099.0,1995.1,2104.85,2049.3,-2.367794187708424,0
183,DMART.EQ-NSE,9/23/2020,2066.95,2047.0,2100.0,2055.3,-0.5636324052347487,0
184,DMART.EQ-NSE,9/24/2020,2047.9,2037.6,2084.0,2047.35,-0.02685678011622549,0
185,DMART.EQ-NSE,9/25/2020,2042.1,2042.1,2120.0,2102.7,2.9675334214778863,1
186,DMART.EQ-NSE,9/28/2020,2110.9,2098.0,2142.0,2108.4,-0.11843289592117107,0
187,DMART.EQ-NSE,9/29/2020,2108.4,2082.9,2150.6,2133.25,1.178618857901722,1
188,DMART.EQ-NSE,9/30/2020,2134.0,2115.0,2219.8,2203.15,3.2403936269915694,1
189,DMART.EQ-NSE,10/1/20,2210.0,2171.1,2242.0,2184.8,-1.1402714932126614,0
190,DMART.EQ-NSE,10/5/20,2192.95,2104.0,2197.15,2110.45,-3.7620556784240407,0
191,DMART.EQ-NSE,10/6/20,2135.75,2066.0,2135.75,2083.05,-2.467517265597557,0
192,DMART.EQ-NSE,10/7/20,2092.95,2047.0,2108.7,2066.1,-1.2828782340715217,0
193,DMART.EQ-NSE,10/8/20,2085.0,2045.05,2090.0,2065.35,-0.942446043165472,0
194,DMART.EQ-NSE,10/9/20,2068.0,2035.05,2090.9,2057.6,-0.5029013539651882,0
195,DMART.EQ-NSE,10/12/20,2072.0,1995.1,2084.0,2002.6,-3.349420849420854,0
196,DMART.EQ-NSE,10/13/2020,2002.6,1965.0,2035.45,1977.45,-1.2558673724158527,0
197,DMART.EQ-NSE,10/14/2020,1984.9,1966.25,2014.85,1974.55,-0.5214368482039466,0
198,DMART.EQ-NSE,10/15/2020,1987.1,1970.05,1998.5,1977.7,-0.47305118011171376,0
199,DMART.EQ-NSE,10/16/2020,1980.0,1970.0,1999.0,1984.2,0.2121212121212144,1
200,DMART.EQ-NSE,10/19/2020,1969.05,1954.85,2140.0,2094.3,6.360935476498832,1
201,DMART.EQ-NSE,10/20/2020,2099.0,2056.0,2170.0,2143.05,2.0986183897093937,1
202,DMART.EQ-NSE,10/21/2020,2143.05,2061.05,2170.0,2081.35,-2.879074216653847,0
203,DMART.EQ-NSE,10/22/2020,2081.0,2062.9,2129.9,2100.3,0.9274387313791534,1
204,DMART.EQ-NSE,10/23/2020,2106.95,2081.0,2133.85,2116.55,0.45563492251834947,1
205,DMART.EQ-NSE,10/26/2020,2120.0,2100.35,2150.0,2144.25,1.1438679245283019,1
206,DMART.EQ-NSE,10/27/2020,2133.0,2111.85,2188.0,2176.2,2.025316455696194,1
207,DMART.EQ-NSE,10/28/2020,2197.0,2175.0,2249.0,2240.2,1.9663177059626682,1
208,DMART.EQ-NSE,10/29/2020,2200.0,2185.0,2277.6,2267.1,3.049999999999996,1
209,DMART.EQ-NSE,10/30/2020,2260.0,2195.75,2278.9,2239.9,-0.8893805309734474,0
210,DMART.EQ-NSE,11/2/20,2240.0,2163.0,2259.0,2205.75,-1.529017857142857,0
211,DMART.EQ-NSE,11/3/20,2203.8,2180.0,2245.0,2209.05,0.23822488429077046,1
212,DMART.EQ-NSE,11/4/20,2210.05,2210.05,2300.0,2290.8,3.6537634895138114,1
213,DMART.EQ-NSE,11/5/20,2202.5,2202.5,2325.45,2281.95,3.607264472190684,1
214,DMART.EQ-NSE,11/6/20,2281.95,2243.45,2303.25,2294.6,0.5543504458905801,1
215,DMART.EQ-NSE,11/9/20,2306.05,2283.05,2335.0,2325.85,0.8586110448602471,1
216,DMART.EQ-NSE,11/10/20,2340.0,2315.5,2368.9,2362.4,0.9572649572649611,1
217,DMART.EQ-NSE,11/11/20,2373.9,2361.0,2403.0,2398.2,1.0236319979779993,1
218,DMART.EQ-NSE,11/12/20,2400.0,2361.05,2410.0,2400.3,0.012500000000007578,1
219,DMART.EQ-NSE,11/13/2020,2390.0,2361.5,2399.0,2383.05,-0.2907949790794903,0
220,DMART.EQ-NSE,11/14/2020,2405.0,2346.0,2407.0,2374.15,-1.282744282744279,0
221,DMART.EQ-NSE,11/17/2020,2374.15,2374.15,2507.95,2432.15,2.442979592696333,1
222,DMART.EQ-NSE,11/18/2020,2420.0,2360.85,2420.0,2375.05,-1.857438016528918,0
223,DMART.EQ-NSE,11/19/2020,2375.0,2330.0,2415.0,2392.2,0.7242105263157818,1
224,DMART.EQ-NSE,11/20/2020,2390.0,2350.55,2438.95,2382.6,-0.3096234309623469,0
225,DMART.EQ-NSE,11/23/2020,2361.1,2352.25,2379.9,2360.4,-0.029647198339749187,0
226,DMART.EQ-NSE,11/24/2020,2367.95,2350.0,2429.9,2380.25,0.5194366435102169,1
227,DMART.EQ-NSE,11/25/2020,2370.0,2350.0,2399.5,2360.8,-0.38818565400843114,0
228,DMART.EQ-NSE,11/26/2020,2353.0,2343.2,2396.9,2373.05,0.8521036974075725,1
229,DMART.EQ-NSE,11/27/2020,2373.0,2220.05,2395.0,2289.2,-3.5313948588284947,0
230,DMART.EQ-NSE,12/1/20,2330.0,2315.0,2450.0,2426.7,4.15021459227467,1
231,DMART.EQ-NSE,12/2/20,2435.0,2380.15,2473.0,2456.0,0.862422997946612,1
232,DMART.EQ-NSE,12/3/20,2460.1,2440.0,2479.3,2470.85,0.4369741067436283,1
233,DMART.EQ-NSE,12/4/20,2469.95,2415.55,2469.95,2441.9,-1.1356505192412694,0
234,DMART.EQ-NSE,12/7/20,2441.9,2413.0,2540.5,2526.45,3.4624677505221233,1
235,DMART.EQ-NSE,12/8/20,2530.0,2520.0,2689.0,2652.1,4.826086956521736,1
236,DMART.EQ-NSE,12/9/20,2652.0,2586.0,2755.0,2625.3,-1.0067873303167352,0
237,DMART.EQ-NSE,12/10/20,2630.0,2575.85,2673.5,2622.05,-0.30228136882128587,0
238,DMART.EQ-NSE,12/11/20,2647.0,2632.0,2715.0,2685.1,1.4393653192293128,1
239,DMART.EQ-NSE,12/14/2020,2715.0,2651.25,2745.0,2671.95,-1.5856353591160288,0
240,DMART.EQ-NSE,12/15/2020,2672.0,2624.5,2688.9,2640.05,-1.195733532934125,0
241,DMART.EQ-NSE,12/16/2020,2650.05,2605.0,2678.45,2627.05,-0.8679081526763645,0
242,DMART.EQ-NSE,12/17/2020,2645.0,2503.0,2650.0,2556.05,-3.3629489603024503,0
243,DMART.EQ-NSE,12/18/2020,2574.0,2555.0,2650.0,2637.05,2.4494949494949565,1
244,DMART.EQ-NSE,12/21/2020,2645.0,2460.8,2715.0,2682.4,1.413988657844994,1
245,DMART.EQ-NSE,12/22/2020,2676.0,2552.25,2678.3,2625.75,-1.8778026905829595,0
246,DMART.EQ-NSE,12/23/2020,2650.0,2621.3,2675.0,2661.85,0.44716981132075123,1
247,DMART.EQ-NSE,12/24/2020,2661.85,2604.8,2700.0,2673.1,0.4226383905930086,1
248,DMART.EQ-NSE,12/28/2020,2685.95,2655.0,2698.95,2678.0,-0.2959846609207103,0
249,DMART.EQ-NSE,12/29/2020,2690.0,2645.0,2694.7,2665.7,-0.90334572490707,0
250,DMART.EQ-NSE,12/30/2020,2666.2,2642.35,2725.0,2680.3,0.5288425474458167,1
251,DMART.EQ-NSE,12/31/2020,2691.0,2670.0,2780.0,2763.6,2.6978818283166075,1
