,Ticker,Date/Time,Open,Low,High,Close,Date,Day,Month,Week Number,NewLocation,MonthCheck,MonthEndDay,OpenCount,CloseCount,BuyPrice,SellPrice
10,DMART.EQ-NSE,1/15/2020,1938.0,1920.05,1946.0,1933.55,2020-01-15 00:00:00,Wednesday,01,02,01,0.0,0.0,0.0,0.0,0.0,0.0
11,DMART.EQ-NSE,1/16/2020,1938.7,1922.0,1951.45,1946.05,2020-01-16 00:00:00,Thursday,01,02,01,0.0,0.0,0.0,0.0,0.0,0.0
12,DMART.EQ-NSE,1/17/2020,1948.0,1932.4,2000.0,1990.55,2020-01-17 00:00:00,Friday,01,02,01,0.0,0.0,0.0,1.0,0.0,1990.55
13,DMART.EQ-NSE,1/20/2020,2000.0,1927.0,2004.45,1936.65,2020-01-20 00:00:00,Monday,01,03,01,0.0,0.0,1.0,0.0,2000.0,0.0
14,DMART.EQ-NSE,1/21/2020,1930.0,1901.9,1959.55,1912.35,2020-01-21 00:00:00,Tuesday,01,03,01,0.0,0.0,0.0,0.0,0.0,0.0
15,DMART.EQ-NSE,1/22/2020,1930.0,1907.6,1932.0,1914.7,2020-01-22 00:00:00,Wednesday,01,03,01,0.0,0.0,0.0,0.0,0.0,0.0
16,DMART.EQ-NSE,1/23/2020,1920.0,1910.1,1929.05,1924.7,2020-01-23 00:00:00,Thursday,01,03,01,0.0,0.0,0.0,0.0,0.0,0.0
17,DMART.EQ-NSE,1/24/2020,1927.05,1918.15,1961.1,1948.6,2020-01-24 00:00:00,Friday,01,03,01,0.0,0.0,0.0,1.0,0.0,1948.6
18,DMART.EQ-NSE,1/27/2020,1945.5,1928.1,1961.5,1951.5,2020-01-27 00:00:00,Monday,01,04,01,0.0,0.0,1.0,0.0,1945.5,0.0
19,DMART.EQ-NSE,1/28/2020,1944.7,1922.2,1958.0,1930.45,2020-01-28 00:00:00,Tuesday,01,04,01,0.0,0.0,0.0,0.0,0.0,0.0
20,DMART.EQ-NSE,1/29/2020,1932.0,1928.0,1984.25,1974.65,2020-01-29 00:00:00,Wednesday,01,04,01,0.0,0.0,0.0,0.0,0.0,0.0
21,DMART.EQ-NSE,1/30/2020,1977.8,1977.8,2064.0,2051.3,2020-01-30 00:00:00,Thursday,01,04,01,0.0,0.0,0.0,0.0,0.0,0.0
22,DMART.EQ-NSE,1/31/2020,2064.05,2061.0,2145.05,2133.95,2020-01-31 00:00:00,Friday,01,04,02,1.0,Friday,0.0,1.0,0.0,2133.95
23,DMART.EQ-NSE,2/1/20,2120.0,2046.45,2174.55,2072.05,2020-02-01 00:00:00,Saturday,02,04,02,0.0,0,1.0,1.0,2120.0,2072.05
24,DMART.EQ-NSE,2/3/20,2084.0,2081.0,2157.7,2131.65,2020-02-03 00:00:00,Monday,02,05,02,0.0,0,1.0,0.0,2084.0,0.0
25,DMART.EQ-NSE,2/4/20,2145.0,2112.0,2172.9,2155.3,2020-02-04 00:00:00,Tuesday,02,05,02,0.0,0,0.0,0.0,0.0,0.0
26,DMART.EQ-NSE,2/5/20,2160.0,2160.0,2274.0,2248.9,2020-02-05 00:00:00,Wednesday,02,05,02,0.0,0,0.0,0.0,0.0,0.0
27,DMART.EQ-NSE,2/6/20,2255.0,2255.0,2360.0,2294.35,2020-02-06 00:00:00,Thursday,02,05,02,0.0,0,0.0,0.0,0.0,0.0
28,DMART.EQ-NSE,2/7/20,2295.0,2270.0,2330.0,2287.2,2020-02-07 00:00:00,Friday,02,05,02,0.0,0,0.0,1.0,0.0,2287.2
29,DMART.EQ-NSE,2/10/20,2287.2,2287.2,2537.45,2483.65,2020-02-10 00:00:00,Monday,02,06,02,0.0,0,1.0,0.0,2287.2,0.0
30,DMART.EQ-NSE,2/11/20,2480.0,2381.0,2480.0,2394.5,2020-02-11 00:00:00,Tuesday,02,06,02,0.0,0,0.0,0.0,0.0,0.0
31,DMART.EQ-NSE,2/12/20,2390.0,2380.0,2526.0,2482.15,2020-02-12 00:00:00,Wednesday,02,06,02,0.0,0,0.0,0.0,0.0,0.0
32,DMART.EQ-NSE,2/13/2020,2478.0,2442.8,2560.0,2544.15,2020-02-13 00:00:00,Thursday,02,06,02,0.0,0,0.0,0.0,0.0,0.0
33,DMART.EQ-NSE,2/14/2020,2440.0,2373.0,2499.0,2408.35,2020-02-14 00:00:00,Friday,02,06,02,0.0,0,0.0,1.0,0.0,2408.35
34,DMART.EQ-NSE,2/17/2020,2354.5,2330.05,2379.3,2339.45,2020-02-17 00:00:00,Monday,02,07,02,0.0,0,1.0,0.0,2354.5,0.0
35,DMART.EQ-NSE,2/18/2020,2334.95,2305.05,2384.6,2364.9,2020-02-18 00:00:00,Tuesday,02,07,02,0.0,0,0.0,0.0,0.0,0.0
36,DMART.EQ-NSE,2/19/2020,2385.0,2372.1,2437.0,2424.5,2020-02-19 00:00:00,Wednesday,02,07,02,0.0,0,0.0,0.0,0.0,0.0
37,DMART.EQ-NSE,2/20/2020,2433.0,2430.0,2485.0,2462.65,2020-02-20 00:00:00,Thursday,02,07,02,0.0,0,0.0,1.0,0.0,2462.65
38,DMART.EQ-NSE,2/24/2020,2448.8,2370.0,2448.8,2389.7,2020-02-24 00:00:00,Monday,02,08,02,0.0,0,1.0,0.0,2448.8,0.0
39,DMART.EQ-NSE,2/25/2020,2399.0,2308.0,2429.0,2331.75,2020-02-25 00:00:00,Tuesday,02,08,02,0.0,0,0.0,0.0,0.0,0.0
40,DMART.EQ-NSE,2/26/2020,2326.85,2305.05,2419.0,2358.4,2020-02-26 00:00:00,Wednesday,02,08,02,0.0,0,0.0,0.0,0.0,0.0
41,DMART.EQ-NSE,2/27/2020,2347.3,2310.0,2370.0,2319.7,2020-02-27 00:00:00,Thursday,02,08,02,0.0,0,0.0,0.0,0.0,0.0
42,DMART.EQ-NSE,2/28/2020,2279.9,2180.0,2377.35,2323.95,2020-02-28 00:00:00,Friday,02,08,03,1.0,Friday,0.0,1.0,0.0,2323.95
43,DMART.EQ-NSE,3/2/20,2335.0,2220.0,2340.0,2228.95,2020-03-02 00:00:00,Monday,03,09,03,0.0,0,1.0,0.0,2335.0,0.0
44,DMART.EQ-NSE,3/3/20,2228.0,2172.95,2274.0,2233.05,2020-03-03 00:00:00,Tuesday,03,09,03,0.0,0,0.0,0.0,0.0,0.0
45,DMART.EQ-NSE,3/4/20,2260.0,2150.0,2270.0,2198.45,2020-03-04 00:00:00,Wednesday,03,09,03,0.0,0,0.0,0.0,0.0,0.0
46,DMART.EQ-NSE,3/5/20,2200.0,2150.0,2252.0,2247.2,2020-03-05 00:00:00,Thursday,03,09,03,0.0,0,0.0,0.0,0.0,0.0
47,DMART.EQ-NSE,3/6/20,2174.9,2136.1,2250.0,2242.15,2020-03-06 00:00:00,Friday,03,09,03,0.0,0,0.0,1.0,0.0,2242.15
48,DMART.EQ-NSE,3/9/20,2185.0,2130.05,2200.0,2145.7,2020-03-09 00:00:00,Monday,03,10,03,0.0,0,1.0,0.0,2185.0,0.0
49,DMART.EQ-NSE,3/11/20,2146.8,2075.0,2223.3,2109.95,2020-03-11 00:00:00,Wednesday,03,10,03,0.0,0,0.0,0.0,0.0,0.0
50,DMART.EQ-NSE,3/12/20,2049.0,2004.5,2049.0,2004.5,2020-03-12 00:00:00,Thursday,03,10,03,0.0,0,0.0,0.0,0.0,0.0
51,DMART.EQ-NSE,3/13/2020,1904.3,1904.3,2104.7,2101.0,2020-03-13 00:00:00,Friday,03,10,03,0.0,0,0.0,1.0,0.0,2101.0
52,DMART.EQ-NSE,3/16/2020,1995.95,1995.95,2095.0,1996.3,2020-03-16 00:00:00,Monday,03,11,03,0.0,0,1.0,0.0,1995.95,0.0
53,DMART.EQ-NSE,3/17/2020,1945.0,1912.0,2096.1,2021.95,2020-03-17 00:00:00,Tuesday,03,11,03,0.0,0,0.0,0.0,0.0,0.0
54,DMART.EQ-NSE,3/18/2020,2050.1,1920.9,2060.0,1920.9,2020-03-18 00:00:00,Wednesday,03,11,03,0.0,0,0.0,0.0,0.0,0.0
55,DMART.EQ-NSE,3/19/2020,1824.9,1824.9,1840.0,1824.9,2020-03-19 00:00:00,Thursday,03,11,03,0.0,0,0.0,0.0,0.0,0.0
56,DMART.EQ-NSE,3/20/2020,1790.0,1733.7,1916.1,1916.1,2020-03-20 00:00:00,Friday,03,11,03,0.0,0,0.0,1.0,0.0,1916.1
57,DMART.EQ-NSE,3/23/2020,1820.3,1820.3,1900.0,1820.3,2020-03-23 00:00:00,Monday,03,12,03,0.0,0,1.0,0.0,1820.3,0.0
58,DMART.EQ-NSE,3/24/2020,1838.0,1729.3,1900.0,1808.7,2020-03-24 00:00:00,Tuesday,03,12,03,0.0,0,0.0,0.0,0.0,0.0
59,DMART.EQ-NSE,3/25/2020,1798.7,1760.2,1899.1,1899.1,2020-03-25 00:00:00,Wednesday,03,12,03,0.0,0,0.0,0.0,0.0,0.0
60,DMART.EQ-NSE,3/26/2020,1980.0,1950.0,1994.05,1994.05,2020-03-26 00:00:00,Thursday,03,12,03,0.0,0,0.0,0.0,0.0,0.0
61,DMART.EQ-NSE,3/27/2020,2087.75,2051.0,2093.75,2079.7,2020-03-27 00:00:00,Friday,03,12,03,0.0,0,0.0,1.0,0.0,2079.7
62,DMART.EQ-NSE,3/30/2020,2079.7,1975.75,2183.0,2114.55,2020-03-30 00:00:00,Monday,03,13,03,0.0,0,1.0,0.0,2079.7,0.0
63,DMART.EQ-NSE,3/31/2020,2180.0,2150.0,2220.25,2187.5,2020-03-31 00:00:00,Tuesday,03,13,04,1.0,Tuesday,0.0,1.0,0.0,2187.5
64,DMART.EQ-NSE,4/1/20,2218.0,2078.15,2230.0,2082.7,2020-04-01 00:00:00,Wednesday,04,13,04,0.0,0,1.0,0.0,2218.0,0.0
65,DMART.EQ-NSE,4/3/20,2101.5,2020.0,2119.0,2066.95,2020-04-03 00:00:00,Friday,04,13,04,0.0,0,0.0,1.0,0.0,2066.95
66,DMART.EQ-NSE,4/7/20,2090.1,2090.1,2170.25,2170.25,2020-04-07 00:00:00,Tuesday,04,14,04,0.0,0,1.0,0.0,2090.1,0.0
67,DMART.EQ-NSE,4/8/20,2222.0,2201.05,2278.75,2278.75,2020-04-08 00:00:00,Wednesday,04,14,04,0.0,0,0.0,0.0,0.0,0.0
68,DMART.EQ-NSE,4/9/20,2392.65,2392.65,2392.65,2392.65,2020-04-09 00:00:00,Thursday,04,14,04,0.0,0,0.0,1.0,0.0,2392.65
69,DMART.EQ-NSE,4/13/2020,2320.0,2273.05,2320.0,2273.05,2020-04-13 00:00:00,Monday,04,15,04,0.0,0,1.0,0.0,2320.0,0.0
70,DMART.EQ-NSE,4/15/2020,2161.0,2159.4,2320.0,2180.9,2020-04-15 00:00:00,Wednesday,04,15,04,0.0,0,0.0,0.0,0.0,0.0
71,DMART.EQ-NSE,4/16/2020,2151.0,2104.9,2210.0,2137.85,2020-04-16 00:00:00,Thursday,04,15,04,0.0,0,0.0,0.0,0.0,0.0
72,DMART.EQ-NSE,4/17/2020,2214.0,2200.0,2230.0,2212.1,2020-04-17 00:00:00,Friday,04,15,04,0.0,0,0.0,1.0,0.0,2212.1
73,DMART.EQ-NSE,4/20/2020,2229.95,2150.05,2285.0,2256.25,2020-04-20 00:00:00,Monday,04,16,04,0.0,0,1.0,0.0,2229.95,0.0
74,DMART.EQ-NSE,4/21/2020,2200.0,2199.45,2288.5,2238.2,2020-04-21 00:00:00,Tuesday,04,16,04,0.0,0,0.0,0.0,0.0,0.0
75,DMART.EQ-NSE,4/22/2020,2235.0,2225.0,2320.0,2290.05,2020-04-22 00:00:00,Wednesday,04,16,04,0.0,0,0.0,0.0,0.0,0.0
76,DMART.EQ-NSE,4/23/2020,2290.05,2290.05,2350.0,2303.5,2020-04-23 00:00:00,Thursday,04,16,04,0.0,0,0.0,0.0,0.0,0.0
77,DMART.EQ-NSE,4/24/2020,2299.45,2269.45,2346.5,2310.5,2020-04-24 00:00:00,Friday,04,16,04,0.0,0,0.0,1.0,0.0,2310.5
78,DMART.EQ-NSE,4/27/2020,2300.0,2274.0,2350.0,2323.95,2020-04-27 00:00:00,Monday,04,17,04,0.0,0,1.0,0.0,2300.0,0.0
79,DMART.EQ-NSE,4/28/2020,2339.0,2285.0,2340.0,2305.8,2020-04-28 00:00:00,Tuesday,04,17,04,0.0,0,0.0,0.0,0.0,0.0
80,DMART.EQ-NSE,4/29/2020,2310.0,2305.8,2350.0,2344.35,2020-04-29 00:00:00,Wednesday,04,17,04,0.0,0,0.0,0.0,0.0,0.0
81,DMART.EQ-NSE,4/30/2020,2349.0,2325.0,2389.75,2383.65,2020-04-30 00:00:00,Thursday,04,17,05,1.0,Thursday,0.0,1.0,0.0,2383.65
82,DMART.EQ-NSE,5/4/20,2310.2,2269.95,2345.0,2281.3,2020-05-04 00:00:00,Monday,05,18,05,0.0,0,1.0,0.0,2310.2,0.0
83,DMART.EQ-NSE,5/5/20,2320.0,2185.3,2329.95,2198.95,2020-05-05 00:00:00,Tuesday,05,18,05,0.0,0,0.0,0.0,0.0,0.0
84,DMART.EQ-NSE,5/6/20,2200.0,2126.55,2249.0,2175.6,2020-05-06 00:00:00,Wednesday,05,18,05,0.0,0,0.0,0.0,0.0,0.0
85,DMART.EQ-NSE,5/7/20,2180.0,2144.0,2210.3,2182.1,2020-05-07 00:00:00,Thursday,05,18,05,0.0,0,0.0,0.0,0.0,0.0
86,DMART.EQ-NSE,5/8/20,2190.0,2185.0,2284.0,2255.0,2020-05-08 00:00:00,Friday,05,18,05,0.0,0,0.0,1.0,0.0,2255.0
87,DMART.EQ-NSE,5/11/20,2280.0,2270.0,2358.0,2313.55,2020-05-11 00:00:00,Monday,05,19,05,0.0,0,1.0,0.0,2280.0,0.0
88,DMART.EQ-NSE,5/12/20,2320.55,2286.9,2347.0,2303.35,2020-05-12 00:00:00,Tuesday,05,19,05,0.0,0,0.0,0.0,0.0,0.0
89,DMART.EQ-NSE,5/13/2020,2353.0,2305.0,2379.95,2352.15,2020-05-13 00:00:00,Wednesday,05,19,05,0.0,0,0.0,0.0,0.0,0.0
90,DMART.EQ-NSE,5/14/2020,2344.35,2304.0,2358.0,2324.4,2020-05-14 00:00:00,Thursday,05,19,05,0.0,0,0.0,0.0,0.0,0.0
91,DMART.EQ-NSE,5/15/2020,2320.0,2290.25,2340.0,2333.8,2020-05-15 00:00:00,Friday,05,19,05,0.0,0,0.0,1.0,0.0,2333.8
92,DMART.EQ-NSE,5/18/2020,2333.0,2275.0,2370.8,2306.55,2020-05-18 00:00:00,Monday,05,20,05,0.0,0,1.0,0.0,2333.0,0.0
93,DMART.EQ-NSE,5/19/2020,2341.95,2306.0,2355.6,2337.5,2020-05-19 00:00:00,Tuesday,05,20,05,0.0,0,0.0,0.0,0.0,0.0
94,DMART.EQ-NSE,5/20/2020,2335.0,2318.0,2454.35,2454.35,2020-05-20 00:00:00,Wednesday,05,20,05,0.0,0,0.0,0.0,0.0,0.0
95,DMART.EQ-NSE,5/21/2020,2452.0,2375.0,2519.95,2470.25,2020-05-21 00:00:00,Thursday,05,20,05,0.0,0,0.0,0.0,0.0,0.0
96,DMART.EQ-NSE,5/22/2020,2484.8,2381.5,2518.0,2398.3,2020-05-22 00:00:00,Friday,05,20,05,0.0,0,0.0,1.0,0.0,2398.3
97,DMART.EQ-NSE,5/26/2020,2339.0,2278.4,2340.0,2283.25,2020-05-26 00:00:00,Tuesday,05,21,05,0.0,0,1.0,0.0,2339.0,0.0
98,DMART.EQ-NSE,5/27/2020,2222.2,2176.0,2275.0,2200.2,2020-05-27 00:00:00,Wednesday,05,21,05,0.0,0,0.0,0.0,0.0,0.0
99,DMART.EQ-NSE,5/28/2020,2210.0,2205.0,2310.2,2308.45,2020-05-28 00:00:00,Thursday,05,21,05,0.0,0,0.0,0.0,0.0,0.0
100,DMART.EQ-NSE,5/29/2020,2330.0,2229.0,2358.0,2269.35,2020-05-29 00:00:00,Friday,05,21,06,1.0,Friday,0.0,1.0,0.0,2269.35
101,DMART.EQ-NSE,6/1/20,2320.1,2282.65,2328.55,2305.5,2020-06-01 00:00:00,Monday,06,22,06,0.0,0,1.0,0.0,2320.1,0.0
102,DMART.EQ-NSE,6/2/20,2309.1,2290.05,2389.0,2381.7,2020-06-02 00:00:00,Tuesday,06,22,06,0.0,0,0.0,0.0,0.0,0.0
103,DMART.EQ-NSE,6/3/20,2390.0,2330.0,2450.0,2349.3,2020-06-03 00:00:00,Wednesday,06,22,06,0.0,0,0.0,0.0,0.0,0.0
104,DMART.EQ-NSE,6/4/20,2362.0,2311.3,2434.0,2414.2,2020-06-04 00:00:00,Thursday,06,22,06,0.0,0,0.0,0.0,0.0,0.0
105,DMART.EQ-NSE,6/5/20,2438.0,2434.15,2524.0,2499.0,2020-06-05 00:00:00,Friday,06,22,06,0.0,0,0.0,1.0,0.0,2499.0
106,DMART.EQ-NSE,6/8/20,2520.0,2414.2,2527.0,2459.5,2020-06-08 00:00:00,Monday,06,23,06,0.0,0,1.0,0.0,2520.0,0.0
107,DMART.EQ-NSE,6/9/20,2461.0,2370.0,2468.8,2390.1,2020-06-09 00:00:00,Tuesday,06,23,06,0.0,0,0.0,0.0,0.0,0.0
108,DMART.EQ-NSE,6/10/20,2400.0,2360.0,2429.95,2388.35,2020-06-10 00:00:00,Wednesday,06,23,06,0.0,0,0.0,0.0,0.0,0.0
109,DMART.EQ-NSE,6/11/20,2390.0,2365.0,2422.8,2406.5,2020-06-11 00:00:00,Thursday,06,23,06,0.0,0,0.0,0.0,0.0,0.0
110,DMART.EQ-NSE,6/12/20,2312.0,2312.0,2438.0,2397.8,2020-06-12 00:00:00,Friday,06,23,06,0.0,0,0.0,1.0,0.0,2397.8
111,DMART.EQ-NSE,6/15/2020,2373.0,2337.05,2422.0,2365.3,2020-06-15 00:00:00,Monday,06,24,06,0.0,0,1.0,0.0,2373.0,0.0
112,DMART.EQ-NSE,6/16/2020,2399.0,2356.6,2434.0,2403.55,2020-06-16 00:00:00,Tuesday,06,24,06,0.0,0,0.0,0.0,0.0,0.0
113,DMART.EQ-NSE,6/17/2020,2390.0,2325.0,2404.0,2340.4,2020-06-17 00:00:00,Wednesday,06,24,06,0.0,0,0.0,0.0,0.0,0.0
114,DMART.EQ-NSE,6/18/2020,2331.0,2320.3,2365.0,2350.85,2020-06-18 00:00:00,Thursday,06,24,06,0.0,0,0.0,0.0,0.0,0.0
115,DMART.EQ-NSE,6/19/2020,2372.7,2310.0,2399.0,2363.15,2020-06-19 00:00:00,Friday,06,24,06,0.0,0,0.0,1.0,0.0,2363.15
116,DMART.EQ-NSE,6/22/2020,2366.0,2340.0,2399.4,2350.4,2020-06-22 00:00:00,Monday,06,25,06,0.0,0,1.0,0.0,2366.0,0.0
117,DMART.EQ-NSE,6/23/2020,2350.3,2340.0,2375.0,2359.9,2020-06-23 00:00:00,Tuesday,06,25,06,0.0,0,0.0,0.0,0.0,0.0
118,DMART.EQ-NSE,6/24/2020,2397.8,2342.0,2424.0,2358.35,2020-06-24 00:00:00,Wednesday,06,25,06,0.0,0,0.0,0.0,0.0,0.0
119,DMART.EQ-NSE,6/25/2020,2348.0,2298.1,2348.7,2305.55,2020-06-25 00:00:00,Thursday,06,25,06,0.0,0,0.0,0.0,0.0,0.0
120,DMART.EQ-NSE,6/26/2020,2329.7,2290.0,2337.85,2294.4,2020-06-26 00:00:00,Friday,06,25,06,0.0,0,0.0,1.0,0.0,2294.4
121,DMART.EQ-NSE,6/29/2020,2294.4,2274.0,2334.7,2290.95,2020-06-29 00:00:00,Monday,06,26,06,0.0,0,1.0,0.0,2294.4,0.0
122,DMART.EQ-NSE,6/30/2020,2314.7,2288.0,2332.5,2317.15,2020-06-30 00:00:00,Tuesday,06,26,07,1.0,Tuesday,0.0,1.0,0.0,2317.15
123,DMART.EQ-NSE,7/1/20,2325.0,2285.0,2327.0,2289.35,2020-07-01 00:00:00,Wednesday,07,26,07,0.0,0,1.0,0.0,2325.0,0.0
124,DMART.EQ-NSE,7/2/20,2302.0,2285.0,2325.0,2295.5,2020-07-02 00:00:00,Thursday,07,26,07,0.0,0,0.0,0.0,0.0,0.0
125,DMART.EQ-NSE,7/3/20,2305.0,2276.05,2309.95,2290.15,2020-07-03 00:00:00,Friday,07,26,07,0.0,0,0.0,1.0,0.0,2290.15
126,DMART.EQ-NSE,7/6/20,2296.0,2296.0,2355.0,2323.0,2020-07-06 00:00:00,Monday,07,27,07,0.0,0,1.0,0.0,2296.0,0.0
127,DMART.EQ-NSE,7/7/20,2313.1,2305.0,2381.0,2361.7,2020-07-07 00:00:00,Tuesday,07,27,07,0.0,0,0.0,0.0,0.0,0.0
128,DMART.EQ-NSE,7/8/20,2385.0,2300.45,2385.3,2319.55,2020-07-08 00:00:00,Wednesday,07,27,07,0.0,0,0.0,0.0,0.0,0.0
129,DMART.EQ-NSE,7/9/20,2329.7,2309.0,2364.0,2320.35,2020-07-09 00:00:00,Thursday,07,27,07,0.0,0,0.0,0.0,0.0,0.0
130,DMART.EQ-NSE,7/10/20,2328.7,2306.65,2342.05,2322.7,2020-07-10 00:00:00,Friday,07,27,07,0.0,0,0.0,1.0,0.0,2322.7
131,DMART.EQ-NSE,7/13/2020,2210.05,2180.0,2304.95,2233.95,2020-07-13 00:00:00,Monday,07,28,07,0.0,0,1.0,0.0,2210.05,0.0
132,DMART.EQ-NSE,7/14/2020,2215.0,2148.0,2220.0,2154.85,2020-07-14 00:00:00,Tuesday,07,28,07,0.0,0,0.0,0.0,0.0,0.0
133,DMART.EQ-NSE,7/15/2020,2170.0,2135.0,2195.0,2146.35,2020-07-15 00:00:00,Wednesday,07,28,07,0.0,0,0.0,0.0,0.0,0.0
134,DMART.EQ-NSE,7/16/2020,2145.0,1980.0,2149.7,2007.05,2020-07-16 00:00:00,Thursday,07,28,07,0.0,0,0.0,0.0,0.0,0.0
135,DMART.EQ-NSE,7/17/2020,2000.0,1955.0,2019.8,1989.75,2020-07-17 00:00:00,Friday,07,28,07,0.0,0,0.0,1.0,0.0,1989.75
136,DMART.EQ-NSE,7/20/2020,1979.9,1968.0,2039.0,2019.0,2020-07-20 00:00:00,Monday,07,29,07,0.0,0,1.0,0.0,1979.9,0.0
137,DMART.EQ-NSE,7/21/2020,2035.0,2021.05,2054.9,2040.8,2020-07-21 00:00:00,Tuesday,07,29,07,0.0,0,0.0,0.0,0.0,0.0
138,DMART.EQ-NSE,7/22/2020,2055.0,2010.0,2120.6,2110.0,2020-07-22 00:00:00,Wednesday,07,29,07,0.0,0,0.0,0.0,0.0,0.0
139,DMART.EQ-NSE,7/23/2020,2107.7,2095.0,2148.0,2100.35,2020-07-23 00:00:00,Thursday,07,29,07,0.0,0,0.0,0.0,0.0,0.0
140,DMART.EQ-NSE,7/24/2020,2095.0,2027.0,2124.8,2031.4,2020-07-24 00:00:00,Friday,07,29,07,0.0,0,0.0,1.0,0.0,2031.4
141,DMART.EQ-NSE,7/27/2020,2044.0,2001.5,2060.0,2026.1,2020-07-27 00:00:00,Monday,07,30,07,0.0,0,1.0,0.0,2044.0,0.0
142,DMART.EQ-NSE,7/28/2020,2060.0,2027.8,2067.0,2051.4,2020-07-28 00:00:00,Tuesday,07,30,07,0.0,0,0.0,0.0,0.0,0.0
143,DMART.EQ-NSE,7/29/2020,2060.0,2041.1,2075.0,2049.7,2020-07-29 00:00:00,Wednesday,07,30,07,0.0,0,0.0,0.0,0.0,0.0
144,DMART.EQ-NSE,7/30/2020,2039.0,2030.0,2068.0,2040.2,2020-07-30 00:00:00,Thursday,07,30,07,0.0,0,0.0,0.0,0.0,0.0
145,DMART.EQ-NSE,7/31/2020,2046.0,2033.05,2075.0,2063.45,2020-07-31 00:00:00,Friday,07,30,08,1.0,Friday,0.0,1.0,0.0,2063.45
146,DMART.EQ-NSE,8/3/20,2068.7,2060.3,2112.7,2093.15,2020-08-03 00:00:00,Monday,08,31,08,0.0,0,1.0,0.0,2068.7,0.0
147,DMART.EQ-NSE,8/4/20,2093.15,2090.0,2178.0,2165.1,2020-08-04 00:00:00,Tuesday,08,31,08,0.0,0,0.0,0.0,0.0,0.0
148,DMART.EQ-NSE,8/5/20,2175.0,2151.05,2189.95,2163.45,2020-08-05 00:00:00,Wednesday,08,31,08,0.0,0,0.0,0.0,0.0,0.0
149,DMART.EQ-NSE,8/6/20,2170.0,2135.65,2191.95,2150.55,2020-08-06 00:00:00,Thursday,08,31,08,0.0,0,0.0,0.0,0.0,0.0
150,DMART.EQ-NSE,8/7/20,2170.0,2133.0,2176.4,2138.4,2020-08-07 00:00:00,Friday,08,31,08,0.0,0,0.0,1.0,0.0,2138.4
151,DMART.EQ-NSE,8/10/20,2138.4,2100.0,2145.0,2116.5,2020-08-10 00:00:00,Monday,08,32,08,0.0,0,1.0,0.0,2138.4,0.0
152,DMART.EQ-NSE,8/11/20,2120.0,2110.35,2143.15,2131.95,2020-08-11 00:00:00,Tuesday,08,32,08,0.0,0,0.0,0.0,0.0,0.0
153,DMART.EQ-NSE,8/12/20,2139.0,2122.0,2175.0,2169.2,2020-08-12 00:00:00,Wednesday,08,32,08,0.0,0,0.0,0.0,0.0,0.0
154,DMART.EQ-NSE,8/13/2020,2177.0,2150.0,2213.45,2207.1,2020-08-13 00:00:00,Thursday,08,32,08,0.0,0,0.0,0.0,0.0,0.0
155,DMART.EQ-NSE,8/14/2020,2214.3,2173.55,2219.9,2178.0,2020-08-14 00:00:00,Friday,08,32,08,0.0,0,0.0,1.0,0.0,2178.0
156,DMART.EQ-NSE,8/17/2020,2181.0,2160.0,2203.75,2189.75,2020-08-17 00:00:00,Monday,08,33,08,0.0,0,1.0,0.0,2181.0,0.0
157,DMART.EQ-NSE,8/18/2020,2195.0,2170.0,2266.3,2259.45,2020-08-18 00:00:00,Tuesday,08,33,08,0.0,0,0.0,0.0,0.0,0.0
